userid,date,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q100,age,gender
ff1d52738609d37d2751f340eab262b5,2010-06-29,5,2,3,3,4,3,2,2,1,2,4,2,4,4,3,3,2,2,4,2,3,20.97,0
e232526e3622a2b4b807ee93092bedfb,2010-05-09,5,1,2,4,3,3,1,5,1,2,1,5,2,5,1,5,4,4,2,3,4,23.63,1
012cfa1384822b1f4ab8d4c07612d0df,2010-07-28,5,1,4,1,5,5,1,1,1,5,5,1,4,1,5,5,1,1,4,1,1,22.5,0
04659ac2d582afc7366f4a3c87718b37,2009-04-17,4,2,2,3,5,5,1,2,1,5,5,2,5,3,4,3,4,2,2,1,1,46.16,1
c15d150f8a1cd889386b85912b5993d6,2009-11-04,5,1,4,1,5,5,1,2,1,4,5,3,4,2,3,2,3,2,4,1,1,47.57,1
2fe3cecd8505ec1aa7f245c82deec4b8,2010-06-06,4,4,2,2,4,1,2,2,4,4,5,3,2,3,5,4,3,5,5,2,4,21.8,1
069dad69099611b741b2c51e55361d59,2010-08-07,5,4,2,4,3,4,1,3,1,3,4,1,4,4,3,5,2,3,4,3,2,27.59,1
d422376647f89ab1752171accd178e52,2010-05-09,5,4,4,1,4,4,2,4,1,5,4,4,4,4,2,5,2,2,4,4,1,23.27,1
d9c5adfd8c3171cfed5e93e0d0eda17c,2009-08-19,5,3,4,4,4,3,1,2,5,4,5,2,3,3,4,1,3,1,2,5,2,54.93,0
9abcc380569de1ff748360f96bc3b7eb,2010-03-11,5,1,2,1,2,1,1,5,4,1,4,3,4,4,4,5,1,3,2,1,1,26.96,0
6bc94b43b954971def36d92bd03d8da4,2009-10-31,4,1,3,1,4,3,1,3,2,4,4,2,3,2,3,5,3,1,4,2,2,25.33,0
9d8278650cff5ed5ca84e447d8fdfea0,2009-11-12,4,4,2,1,3,4,1,4,3,4,2,4,3,3,2,4,5,2,1,2,2,25.52,0
1aaffadfe56c64211207ec90c64ce566,2010-01-07,5,4,3,2,4,2,2,4,3,1,2,5,3,4,4,5,5,4,1,3,5,28.95,1
a9441525581c2eb1e2410a1647d92626,2010-03-21,5,4,3,1,4,4,1,2,3,4,5,2,4,2,3,5,4,1,3,2,2,51.53,1
d966f8cee690552e0921b3ffe58f8605,2009-09-22,5,1,3,1,4,4,1,3,2,5,5,1,4,3,4,5,2,1,3,3,2,28.61,0
a1d9edb6dd6da61b558fd0ca604eb3f5,2009-02-11,5,4,3,2,4,3,3,4,1,4,2,4,2,3,3,5,4,4,3,2,3,22.69,1
f2120f382f3909fd9eb14ac4280a4042,2009-03-08,4,5,3,4,5,2,2,1,4,5,3,4,3,4,5,5,2,2,3,1,3,28.45,0
f8e1351e6620775ea52225a866719cb0,2009-12-24,4,1,3,1,4,4,2,3,2,5,4,3,4,4,4,3,4,2,4,3,2,24.5,0
0f07f14f051a49c5b5e1712698cb18c7,2010-02-01,4,4,4,3,4,3,2,4,4,4,3,4,3,2,3,4,2,2,4,4,4,27.68,0
09dd6bc034f8e209033bba7653a04538,2012-02-03,5,4,4,1,4,3,1,3,3,4,4,3,4,1,2,4,2,1,2,1,4,26.31,1
45f4aeaf8a215a2dfd33b0c47b51ca87,2009-06-14,5,4,5,3,4,5,1,4,5,5,2,4,5,2,2,5,4,3,5,4,3,26.14,0
2723e10a7a78f4ccb2a0da1f054b9cf7,2010-05-11,2,4,2,2,5,2,4,2,2,4,5,3,2,3,4,1,2,4,5,2,1,32.39,0
db55afaf1361179f13612dcb857c960c,2009-11-08,4,5,3,2,3,2,3,5,2,3,2,2,3,3,2,1,4,1,2,4,4,27.36,1
c360181465bef771e5b8768993b30714,2010-12-21,4,4,3,1,4,2,1,1,2,4,5,1,4,2,4,2,1,1,4,1,1,27.3,0
7b927781c881eef3a30010daa6dc732c,2009-09-28,5,3,4,1,4,4,3,2,2,5,4,2,5,3,3,4,4,1,4,1,2,57.05,1
3e1270f69ee1ab2d1d29e2c61402abf5,2009-03-07,5,4,4,5,4,2,5,4,2,3,5,4,4,2,3,4,4,3,1,1,5,29.75,1
b4e994ce952f229aaf70b3edd5749089,2009-08-29,4,3,2,3,4,3,4,3,1,4,3,4,4,4,4,4,5,2,2,3,3,29.56,1
723a27ad6da1ca37ec0938009e40f4bf,2010-01-03,5,4,2,2,4,2,1,3,1,4,5,3,4,4,5,5,1,1,3,3,2,24.29,0
a587dc6cf33c3dd4f2dac46b6b681e82,2009-06-10,5,1,4,3,4,4,2,2,3,5,4,3,5,1,3,4,4,1,3,1,1,31.62,1
5dea1db462c46bdcce77e073c961996e,2009-02-11,4,1,5,1,5,4,2,2,1,4,4,2,3,2,3,4,2,1,4,1,1,24.92,0
904a757ba83e012fc3be269511b48d64,2010-06-01,4,3,5,2,4,4,1,2,3,4,4,3,2,2,4,3,3,2,3,1,2,25.6,0
9ccf5510aa67d91df89be3dc74450187,2010-06-29,4,2,5,1,4,4,1,2,1,4,4,4,5,4,4,5,5,2,2,1,5,26.72,1
da7a1859e49e0393c58f5134b948f377,2009-04-11,3,4,4,4,5,2,4,2,1,4,3,4,4,3,5,5,4,4,4,3,3,31.37,0
838ac11006869e31e87ab7a4e4bc52a8,2010-01-08,5,2,2,2,5,3,1,2,1,2,5,2,2,4,5,4,4,4,3,1,3,25.71,1
b8a18feef5f4fc0e7719d2d02baa9663,2010-09-12,5,3,2,5,4,3,1,2,1,2,4,3,3,4,1,4,4,4,3,4,2,23.07,0
a4331750b9842e897701cf99cd8576ba,2009-05-08,5,1,5,3,3,4,1,4,3,5,3,3,1,1,2,5,3,1,3,4,3,34.45,0
69a7832ac1439fe895fdfb877e68a40b,2009-10-03,3,4,3,2,4,4,3,5,1,4,4,3,5,4,2,2,3,1,3,3,2,20.88,0
dc9c5d77cdfe35962ed83d7c5fd81611,2010-09-10,5,3,5,1,4,4,1,3,4,5,5,4,3,1,2,5,3,1,3,3,1,28.73,0
5b9808dafd7fea3d592ad4a667cabf89,2009-08-15,5,4,4,2,5,4,1,1,3,4,4,2,4,4,4,4,3,2,4,2,3,25.6,1
2e70fc740ef5cdaf10ba4fcba19c2583,2010-01-01,4,1,4,2,4,4,3,5,3,4,5,3,4,3,4,5,3,2,4,2,1,28.05,0
cc98d8e560c531b3ffee784c0fbacc04,2011-05-25,4,2,1,2,5,4,1,3,2,3,2,4,5,3,4,4,3,1,2,1,4,29.54,1
766bd29545bdace788cd647978a26eee,2009-06-25,2,4,4,1,4,4,3,1,1,5,4,4,3,4,5,2,4,4,2,1,4,36.89,0
e404c0490e8ad79be55d8a63239ca02b,2011-03-12,5,5,4,4,2,3,3,4,4,3,4,4,4,3,2,3,5,3,4,3,5,21.76,1
554da9034e9cf9202fc6d2987d365233,2009-08-04,4,4,2,3,4,4,3,3,1,3,2,4,3,5,4,3,5,3,2,2,4,25.84,1
e20a677d79ddba908d84ff882f4bae82,2010-05-21,4,3,5,1,3,3,3,2,1,5,5,4,4,2,3,4,4,1,3,3,1,21.79,1
c9a64c47079de8db8337bee5f562942b,2010-07-12,4,4,4,1,3,2,1,3,2,3,3,3,2,2,2,5,4,4,3,3,4,23.9,1
2f9c903df8e925c5d7d2c356b9a9713e,2009-02-25,4,1,3,1,4,4,1,2,1,5,4,2,4,2,4,4,1,2,5,2,1,27.13,0
b78db059a2ba40296b669d0165b2579c,2011-01-03,5,3,4,1,5,3,1,2,1,4,4,2,3,2,3,5,2,1,4,4,2,25.03,1
a7578d5f2ba92e80ebd142e1b007b596,2010-07-28,5,4,3,2,4,3,2,3,3,5,4,4,4,4,4,3,2,2,4,2,2,33.37,0
f6d69899c5b52a68d21960e76ad00586,2010-02-04,4,5,2,4,4,3,1,4,2,2,4,2,4,3,3,5,2,4,2,2,2,27.46,0
2caa5bc9aaf9823a8136e093a053feac,2009-06-23,4,2,4,2,5,5,1,2,1,4,5,2,4,3,5,3,2,1,2,1,1,39.47,0
db6a27026b3120ee453c72813d08da32,2010-07-28,5,2,2,2,4,3,1,2,1,3,4,2,4,4,3,3,2,2,2,1,3,55.7,1
e40cb25c06e6a9c6255fbcb5c07f8e93,2009-10-02,4,2,3,2,5,3,2,4,3,4,2,3,4,4,2,3,4,2,3,3,2,24.8,1
22a3c77062466b32de172d5e2bf1f857,2009-08-15,4,4,2,2,5,2,1,3,4,1,4,3,2,5,5,4,3,4,4,1,3,34.51,0
03f753e7bbdfc523d08e7983fe3ac5fe,2009-09-20,3,3,5,1,5,4,2,1,2,5,4,2,3,1,3,4,3,1,3,3,1,25.65,0
1dd9f271fc3df7c1dd6661bc984bab32,2009-02-23,5,3,5,2,3,3,3,5,1,5,5,3,5,1,1,5,2,1,2,3,2,32.54,1
0a36a8660b4242e48439ebc5a33a8184,2009-12-27,5,5,4,4,2,1,3,5,1,2,2,4,4,5,3,5,2,4,4,4,4,29.32,1
29b28b9dc688cdbcf03d9790598fcf2b,2010-01-13,5,3,4,2,3,4,1,5,4,4,1,4,5,3,2,3,4,3,3,3,3,27.8,0
90d1f19b26df65d207a248195972b954,2010-04-13,4,2,3,4,4,4,2,3,1,5,4,3,4,4,3,1,5,2,3,3,3,22.57,0
ce9530223fe4956839f5e8f87c6afde2,2009-08-05,4,1,3,3,4,4,2,2,1,5,5,1,3,1,4,4,1,1,5,2,1,22.05,1
af96c66f5832c0e5beed771fe3692eb1,2011-01-21,5,4,4,1,5,4,1,1,1,4,2,3,3,2,3,4,3,1,2,2,2,35.72,1
5a10ae2ce9540c9c1c790ee830b1309b,2010-02-11,5,3,4,2,4,3,4,4,2,5,5,4,4,4,2,3,2,2,4,2,1,25.91,0
b86e54938d48d692bacc0c4971e39858,2009-03-05,5,1,3,1,4,4,1,3,1,5,4,2,3,4,4,5,1,2,5,2,1,32.98,0
a2e53d1202cefa07d7b29f8283a4c7b4,2010-08-13,1,4,2,5,4,3,1,4,2,4,5,1,5,5,3,3,4,4,2,2,4,33.76,1
ef70d7498b3c0146b8f960745d045356,2010-09-24,1,5,4,5,5,3,1,2,5,4,4,2,1,1,4,1,2,2,2,1,1,27.13,0
148ae6c97255907bd8706759f7addcea,2010-07-01,5,3,4,3,5,3,1,2,3,5,4,1,4,4,3,3,3,5,3,1,2,39.06,0
7b493627706163de617cc8ea4e8bc6a8,2009-07-15,5,4,4,4,4,4,2,3,2,4,4,3,3,2,3,3,4,2,4,3,3,23.08,0
22eaaf89cf3f6806e2167b63778fa146,2010-03-30,4,3,5,1,5,4,3,5,1,2,5,3,3,3,4,1,3,3,2,3,1,24.16,0
6d94a4abb6787af4d199b37472bf30b8,2010-07-05,5,3,4,3,5,3,2,1,2,4,5,2,5,2,5,3,2,2,4,3,2,24.43,1
6fb4e317c8b07652cd831eb82c6cf1f5,2010-12-15,4,4,4,1,5,3,1,2,1,2,5,3,2,2,2,4,4,1,2,1,3,30.22,1
42e779c4eb1986fd2d14472a010b0eb1,2010-09-21,5,3,5,1,4,4,3,2,1,2,1,4,5,5,4,5,2,4,4,2,5,28.65,1
d290803db8085a0b28d7d16710b95d29,2009-08-24,3,4,2,3,4,4,2,4,1,3,1,4,5,5,3,2,3,3,4,2,2,38.8,1
71ea67e6802e08d8260948afbeaf45e7,2010-02-18,5,3,1,3,3,1,1,2,2,5,2,4,5,5,1,5,4,4,4,4,2,50.09,0
6c959921760f948d9c1d9cef70267c2f,2009-10-21,5,4,4,3,3,2,2,3,2,2,3,4,3,3,3,5,4,2,3,2,3,24.31,1
96bc590c91d7f8b7c79c558f6d5a8104,2009-08-10,5,4,1,2,3,3,1,4,1,2,2,4,4,5,3,4,5,4,2,4,4,27.04,0
31bcf846fffa34b7db1af98774f0ec7e,2009-12-06,5,4,5,4,3,2,2,3,1,1,3,2,3,2,2,5,1,2,4,4,5,21.31,0
2b90a7f0ea2ca60d25b682e935595098,2009-03-21,5,4,2,1,5,4,1,4,1,5,2,2,5,3,2,5,4,4,1,2,2,29.46,1
e6871abb3d9294509296feb665eb5681,2009-02-02,5,4,2,3,4,4,2,2,4,4,4,3,4,2,2,5,3,1,2,2,4,22.39,0
2960693b51567e6324b4b223f7eb75c7,2010-04-17,5,1,4,3,3,4,2,3,1,5,5,1,5,2,4,4,5,2,5,2,5,22.25,0
34d2c8791fda1c42d8104809fe313ca9,2010-05-31,5,4,4,2,4,2,1,4,4,4,2,5,2,2,4,5,2,4,1,2,5,25.76,0
d825df3f6380b18979e135b0557078ca,2009-12-26,5,1,4,1,4,5,2,3,1,5,4,3,3,4,4,1,4,1,2,3,2,25.9,0
ce14d4efd1688e5b866828cde4dc1341,2009-04-13,4,3,3,1,4,2,3,2,1,5,5,2,4,4,4,3,2,3,4,1,3,22.97,0
1f1057644d730437d8bd4179435d2ec3,2010-01-01,4,4,4,2,3,4,1,2,3,4,4,4,3,2,3,4,2,2,3,2,4,24.35,0
1c3b6afef3c08e3d353f1be2c529588f,2010-08-12,5,3,5,2,3,4,1,4,1,5,5,2,5,2,5,5,4,1,1,1,1,23.75,0
057993cafa91360572d3cb3c76c3e573,2009-02-12,5,3,5,1,5,2,1,4,5,3,4,2,5,2,4,5,2,3,2,4,2,25.04,0
93701c620843376310137610ba8795d7,2011-07-21,5,3,3,3,4,2,2,4,2,2,2,5,2,3,4,3,4,4,2,3,4,23.48,1
8c175d189e9d624c0d182dc201091b01,2009-03-10,3,4,4,3,5,4,2,2,4,4,5,2,2,4,4,4,4,1,2,1,1,34.84,1
3fe582e0dd0724b5cf45d3accf11e867,2011-07-20,4,1,2,2,3,3,1,4,3,3,1,3,3,4,3,4,2,2,5,3,5,26.16,0
b313ef7abcd8a303f98967f09ea9762d,2009-12-26,4,3,5,2,4,3,2,3,1,4,4,3,4,2,3,5,2,2,2,2,4,24.1,0
e3fc949dc62dfd465bebc16008b2d35c,2009-11-30,5,2,4,1,3,2,1,4,1,5,3,5,5,1,4,5,3,1,2,3,1,33.02,1
67b47e6debc345b1ce030fd9b546e4f2,2011-03-09,5,1,3,5,4,5,1,3,1,5,5,1,4,3,1,5,1,2,5,1,1,32.64,0
f3341c9b465f005192545ce7a9c0320c,2009-07-23,4,1,2,1,5,2,1,1,2,4,3,2,4,4,4,1,4,3,4,1,2,36.63,0
3207bb9e24964b4282ace073e4c24d56,2009-12-17,5,5,3,4,4,3,1,2,1,3,2,5,4,5,3,5,5,3,2,2,4,21.65,1
f9c8c4a053d18f586d60efda29e9d4f0,2010-08-09,5,1,2,2,4,5,5,1,1,5,4,4,2,5,4,1,1,1,2,2,1,26.82,0
5a4a7aa43bf7b96f7260550f75e4ebbe,2009-05-27,5,3,5,2,5,2,1,1,1,5,5,1,5,2,5,4,1,1,5,1,1,25.93,1
6fd6646bf881e068733748fb53c0209d,2009-11-06,4,2,3,1,5,3,3,2,1,5,5,2,5,3,4,2,3,1,5,1,2,25.05,1
35b0819ebe1b1e1fccb0f64bdf33e72d,2009-03-11,5,2,4,2,5,2,1,2,1,4,4,2,4,1,5,2,4,2,2,1,4,43.91,1
db04610031fbdf68c8bada3866e86410,2010-09-08,4,3,2,1,5,3,2,2,5,5,5,2,4,2,4,4,4,2,2,2,1,43.17,1
ede2342b119eee184852983ceb90b5d7,2010-04-25,5,1,5,4,4,4,1,3,1,4,5,3,5,2,5,5,1,1,3,4,2,23.69,1
edd97c631cfd029928c9dc0277e3b46a,2010-09-21,5,1,3,5,5,4,2,1,1,4,4,4,2,2,5,3,1,2,5,1,1,45.75,0
5d665f9a0272c0463192cdd8ce027944,2009-03-16,3,1,5,2,4,2,2,2,1,5,5,3,2,2,3,3,1,1,3,2,3,21.73,1
0e181623a0eb128d16265f642214adf2,2010-05-27,5,4,4,2,3,2,1,4,3,2,4,4,1,3,4,5,3,2,2,3,4,23.78,1
0100638b8f56d53f4b2f058d58ba2f6c,2010-01-13,4,4,1,5,3,3,4,5,3,2,2,3,3,5,2,4,4,4,2,4,3,21.14,1
adb9fa97b5ef25c907e585061c4a29a1,2010-04-23,5,1,2,1,3,3,3,3,1,3,5,1,4,3,3,5,5,1,3,4,1,20.86,1
07ad59946cc93112b4b2e8620204882c,2010-10-10,2,5,2,5,1,2,3,4,5,4,2,4,2,4,1,2,5,4,2,4,5,21.06,1
560a3ded971e3137f9b5681c71fd37ef,2009-04-19,3,2,4,4,5,5,2,4,1,2,5,4,4,4,4,2,2,1,1,1,1,27.11,0
435a339853ed3ad4f24c3950414cdab8,2010-03-03,5,4,2,2,4,5,1,4,4,3,5,3,4,4,4,5,4,3,3,1,2,22.5,0
b6d968c5dbf19fb5fb8625e89c4f0295,2009-07-10,5,4,5,3,3,2,1,4,4,5,4,3,2,2,1,1,4,1,2,3,2,23.08,1
144e590b9f013c67374b094f7c93b825,2009-09-06,5,4,4,2,2,4,1,4,2,4,3,4,4,2,2,4,4,2,4,3,4,29.29,1
9fedcef60ae92315ed7017e3a186d2b6,2010-04-19,5,2,2,3,3,4,1,5,1,2,3,1,3,5,2,4,2,3,4,3,2,38.2,1
03f133ebfe832eef6e2e0bfbac8c12f3,2009-11-06,4,1,3,3,4,5,3,3,1,4,4,3,5,4,4,2,3,1,5,3,3,22.57,0
60c0f14aecc08fe8d2a4dabe226c6c4c,2009-04-14,4,2,2,2,3,4,3,2,4,3,2,2,2,4,2,4,4,3,2,4,2,25.77,1
66da6f4a27daa5d9c0be86183a9a6c6a,2009-06-13,4,3,2,1,2,4,1,3,2,3,4,3,2,4,4,5,5,2,3,3,2,28.83,0
61150c40b74e65a9f0c5b6450a9b7424,2009-12-14,4,3,4,1,4,4,4,2,2,5,4,3,3,2,4,3,4,1,2,3,2,25.78,1
de15f2ce0025b40d9abe1ff635ed446d,2009-11-28,3,5,4,5,4,3,3,4,5,4,4,3,3,1,2,3,5,1,2,2,2,21.98,1
f5f0486fcbac992983d3296e2fff007f,2011-05-07,5,4,1,1,4,4,2,5,1,2,1,5,5,4,3,5,5,4,3,2,4,24.6,1
09a652a526a5334825010b8e84879364,2010-03-30,5,2,4,4,4,4,2,4,2,5,4,2,2,2,4,5,4,2,2,3,4,25.77,0
b407cc89ed1e4b951e25eedec1312314,2010-08-10,5,5,1,4,3,4,5,4,1,2,5,3,4,4,4,4,4,3,4,1,3,55.28,0
f9db292b0b2f6d0c653a1b01dacf2ca2,2009-08-14,5,2,4,1,4,4,2,4,1,4,4,4,3,4,4,5,4,3,2,4,3,24.85,1
cd6b6d5a79b825aa41e8956772891744,2009-03-14,5,2,3,1,5,4,1,4,1,5,5,3,4,3,4,5,2,3,5,1,1,26.42,0
79eb070861e541783366b8d25ac08ee6,2009-08-30,5,2,2,2,4,4,2,5,2,3,2,4,4,4,3,5,5,4,2,3,4,25.98,0
9a6e564cf954281ffe42f027bdeb46e3,2009-07-19,5,4,4,2,4,3,1,2,2,4,4,4,2,3,3,5,4,4,3,2,2,42.82,0
f895894384a78a7bc0805964449a5df6,2010-08-19,2,2,3,4,3,4,3,5,1,3,1,1,2,5,4,3,4,5,3,4,5,20.99,0
3e7a568d8d0056acdcfefe89630e6f69,2009-02-22,5,4,5,1,5,5,1,4,4,5,5,1,4,2,3,5,4,3,3,5,3,31.42,0
9f07e528502b80bb047568039ad0670e,2009-11-25,5,3,2,1,4,5,3,3,4,2,5,4,1,4,2,5,5,4,2,5,2,24.97,1
9ab71d8500d78713ba286abc9f827609,2010-01-04,5,3,5,2,5,5,3,1,1,5,5,1,5,1,4,4,3,1,4,1,1,36.91,1
a973959cd23c3752dce405a259601de5,2010-04-26,5,4,3,4,4,2,4,5,2,4,1,5,1,5,3,5,5,4,1,3,5,33.21,1
85d8f03691e2981e8dd4d1c74fd2f017,2009-09-01,5,4,3,5,4,3,1,5,2,2,5,2,5,5,2,1,4,4,2,4,1,30.84,0
3452158d07ae3f6d89a8e2f9ddb445eb,2010-01-01,4,4,2,2,3,1,1,4,4,1,4,5,1,5,4,4,3,5,3,3,2,25.58,0
0e77a0b5c3d0b0b5c43589d8d8dac121,2010-01-31,4,4,4,2,2,2,2,5,2,4,1,5,3,2,1,3,4,2,1,3,4,21.77,1
f61de854345382802c20ca00026299f9,2010-07-10,5,2,4,2,4,4,1,4,1,4,4,2,5,4,4,4,4,2,2,3,4,24.89,1
75b769c21e5f598848526d85d618d431,2009-06-19,5,3,2,5,5,3,2,1,4,3,5,1,3,3,5,2,1,3,1,1,1,26.95,1
fbd0fe39f7e94a895c42565fe43b5515,2010-07-21,5,3,5,3,5,5,1,3,2,5,3,3,2,2,3,4,5,2,2,3,2,33.46,1
82fa89fdfacaf6cfa2004f8dc9517a6d,2009-11-19,4,2,1,1,3,4,2,5,1,2,2,4,4,5,3,4,4,4,4,3,4,27.91,1
129c64f4fc01400c902d8dba2b509a0b,2009-04-05,5,2,4,3,5,4,2,1,1,4,5,1,4,4,5,2,2,1,4,1,2,47.06,1
7614b8d399e0078eaf55bb5a9563a597,2009-03-07,3,2,4,5,3,3,3,4,2,4,4,2,3,2,3,5,3,2,4,3,2,25.89,0
f39368868832cbfbd4b5cdea035dacd0,2009-07-02,5,1,5,4,5,4,1,1,2,5,5,1,1,1,5,5,1,1,5,1,1,25.68,1
705e094e9081cbcd716da2091f9b0164,2009-03-17,5,2,5,2,4,4,2,4,5,4,1,2,5,3,5,5,1,2,4,2,1,23.56,0
87f16ea9aae0b5ffacd3fa9df1f02e43,2009-06-23,5,3,5,3,3,3,2,4,2,3,3,4,3,4,3,5,3,3,4,4,3,24.71,0
d1f72036a60ba01002226f3394b0b336,2010-12-23,5,2,3,1,4,5,3,4,4,3,1,5,1,3,4,3,3,2,2,2,1,20.46,1
5750751ff046799b165893c881b52533,2010-01-29,2,2,4,3,4,4,1,2,1,4,3,4,5,3,4,1,3,3,3,3,4,36.15,1
d26abfe718c28cd619a828a3eeb3b59e,2010-01-18,5,5,5,2,3,4,1,5,3,5,5,1,5,1,3,5,4,1,2,2,1,45.85,0
fb19c1b05b639d93c1c1ff688fd06bfa,2011-01-20,5,4,4,1,4,4,2,2,2,4,4,1,4,2,4,4,4,2,2,2,2,36.88,1
057477914403b95534d6eab5bc683485,2009-07-14,5,4,4,5,4,5,1,5,1,4,4,4,5,5,5,5,5,2,4,5,4,25.16,1
0ef2b16b1681767d7419ce5d8a6c3347,2009-12-25,5,1,2,1,4,4,1,2,2,4,3,2,4,4,4,5,3,2,3,1,1,24.31,1
947e5760cf8660c4a495ead62ab34a5c,2009-01-22,3,2,4,1,3,3,1,1,1,5,1,3,5,2,5,1,5,1,4,1,3,22.99,1
fa8b70ae5361fae850adc3195f0b6ad7,2009-05-12,5,3,2,2,4,3,2,3,1,5,4,1,5,1,2,3,2,1,4,2,1,24.26,0
704fa95a67fdee62ee3def7d6a800b24,2009-09-06,4,1,5,1,5,4,3,3,1,5,4,2,4,2,4,4,1,1,5,3,4,22.8,0
645c0a3b744cb11247cd8dd39f9500dc,2010-01-31,4,4,4,4,4,5,2,5,1,3,4,5,4,4,3,3,2,4,4,3,3,25.48,1
92a7ccf019a70ba77180a00dc26945db,2009-04-04,4,4,2,3,4,4,3,1,1,4,4,4,5,4,4,4,5,2,3,1,5,29.71,1
00742c489476ef71be09951b44661e79,2009-03-03,5,4,4,2,4,4,1,4,4,3,4,4,4,2,4,5,4,2,3,4,1,23.88,0
a61775eb6a488f75c108fc2163a0ebad,2010-06-13,4,2,4,2,4,4,3,2,2,5,4,2,4,2,4,4,3,2,3,2,1,22.91,1
2490c0fbe01cd91f6a597b02966808d2,2010-07-02,5,5,2,1,4,2,1,5,4,4,1,4,5,5,3,5,2,3,4,4,4,25.99,0
cd4c7820e2d65f75ae061a6c06dad403,2011-02-13,5,2,3,1,4,3,1,2,2,4,5,2,2,3,4,5,1,1,5,2,1,25.49,1
68dbdd28d6afcd59fc6747f0e9714f0b,2010-01-17,2,4,1,3,3,2,4,3,3,1,1,5,2,5,3,2,5,5,1,2,5,56.05,0
9617c3b874e11d76c21df116d32fb16c,2010-05-31,5,1,4,1,5,4,1,2,1,5,4,2,5,2,3,5,3,1,3,2,1,26.82,1
9fbfb9f5152ddb56eb1005725657c392,2010-10-01,4,5,3,3,5,2,1,3,4,5,5,2,3,3,5,4,1,4,4,1,3,23.11,0
a257d3b3f29642382a5074685e0e7a3c,2009-03-18,5,5,5,2,3,4,1,2,1,5,2,5,5,3,3,5,3,3,2,3,4,48.73,0
8228435342c24a92865d4e5f93d031cb,2009-04-26,5,4,4,3,4,4,3,5,3,3,4,4,3,4,3,4,5,4,3,4,4,26.76,1
9b7a1b0383c3f30511fbff48f60ef354,2010-11-08,3,4,4,2,5,3,2,5,3,3,2,4,1,3,2,5,4,1,4,3,2,31.28,1
04ef7741f38b6505b91a410381c0ab8f,2009-03-10,4,1,3,1,4,5,3,2,1,5,5,1,5,3,4,5,2,1,4,3,1,30.74,1
d3adfdf589d269b40099d8778e14604a,2010-07-07,5,2,5,3,4,3,1,4,1,5,5,1,5,2,4,5,5,1,5,3,3,20.68,1
dc9d46c094fbef108ddcf2a824c18899,2010-11-27,5,5,1,1,5,2,1,2,5,1,5,5,5,5,5,3,5,5,2,1,5,27.36,0
2d9d7cc1da716fe23c517b40d7f1839a,2011-01-22,4,1,2,4,4,3,2,3,2,1,3,4,3,2,3,5,4,3,4,2,4,20.59,1
78bbb3ff6b05f549a146a8ba7bfb0eb2,2009-03-18,4,1,3,4,5,5,4,2,3,5,4,2,4,4,5,4,3,2,4,3,3,21.72,0
5b637b18fd881506242354ff6667b544,2009-10-25,5,2,4,2,5,4,2,2,3,4,5,2,3,2,4,4,1,2,4,2,1,47.9,0
c2955714939dd9676feb5e7dc5f79110,2009-08-15,5,1,5,4,4,4,2,1,3,4,3,5,3,4,4,4,1,3,3,4,2,28.14,0
b0469db26be5170d24e1f7d8bf74dc9a,2010-08-29,4,2,4,1,4,5,1,4,1,3,4,1,5,3,2,5,2,1,5,3,1,23.53,0
1f6c7b8eedef6515c54bbc5b6e1b62bf,2009-11-16,5,3,5,1,4,3,1,3,3,5,3,2,3,1,3,5,2,1,2,3,3,25.03,1
d114ffa58e6358a3a1b0b71b51868918,2010-05-26,5,4,5,1,4,4,1,3,1,4,2,4,5,4,4,4,3,3,4,1,4,37.97,1
31b226bdb2f06fb833e4e36a936349f0,2010-04-08,5,5,4,1,4,2,1,2,4,5,3,4,3,3,2,4,4,2,2,1,2,33.51,1
c9008246ccfd4ee86477ad7deea6e9de,2010-05-23,1,5,2,1,3,5,1,3,1,1,2,4,2,3,2,3,4,1,1,2,4,21.24,0
429e2cce8bb7f7fabc22ef79e2292113,2010-02-25,4,5,3,2,5,2,3,1,3,2,5,1,4,3,4,3,2,1,2,3,4,22.94,0
3bbf126ca56ef87e39ba1801e7c6b1d8,2010-01-12,5,2,4,1,4,4,3,3,1,5,4,1,5,2,4,5,1,1,5,2,2,33.5,1
5b53268afb08f32b3e586331515353cb,2010-03-09,5,4,4,4,5,3,1,4,4,5,5,4,2,3,3,5,1,1,1,5,3,25.83,1
df0d0fade5532783e7dadd5142565dfe,2009-07-17,5,2,2,3,4,4,4,5,2,2,4,5,5,4,1,4,4,3,4,1,4,34.92,1
adab5685d941415e223db5fdb8576728,2009-06-29,5,4,2,4,4,3,1,4,4,3,4,4,4,4,5,5,5,4,4,2,2,30.49,0
f33dd834c653813afe8054c4147dc881,2009-08-15,5,5,4,1,5,3,1,2,4,1,1,5,3,4,4,4,5,4,1,1,5,29.02,1
f2fda6adf891e5a80b5fc65c4fc1253a,2010-05-19,5,4,2,2,4,5,1,3,3,2,5,2,4,4,4,4,2,2,5,3,2,35.33,0
34e82ceae5df81859b88a071fe3ac8cd,2009-09-05,5,1,3,2,4,4,3,1,1,5,4,3,4,3,3,2,2,4,4,4,3,24.24,1
29c0dd2155d35cc9aa3fc2c82ffe6104,2009-12-17,4,2,2,3,5,3,2,3,1,4,4,2,5,4,4,5,2,3,4,2,2,27.33,0
